,Date,State,Positive_Cases
1473,04/01/2020,Montana,208.0
1474,04/01/2020,North Carolina,1584.0
1475,04/01/2020,North Dakota,142.0
1476,04/01/2020,Nebraska,210.0
1477,04/01/2020,New Hampshire,415.0
1478,04/01/2020,New Jersey,22255.0
1479,04/01/2020,New Mexico,315.0
1480,04/01/2020,Nevada,1279.0
1481,04/01/2020,New York,83712.0
1482,04/01/2020,Ohio,2547.0
1483,04/01/2020,Oklahoma,719.0
1484,04/01/2020,Oregon,736.0
1485,04/01/2020,Pennsylvania,5805.0
1486,04/01/2020,Puerto Rico,286.0
1487,04/01/2020,Rhode Island,566.0
1488,04/01/2020,South Carolina,1293.0
1489,04/01/2020,South Dakota,129.0
1490,04/01/2020,Tennessee,2683.0
1491,04/01/2020,Texas,3997.0
1492,04/01/2020,Utah,1012.0
1493,04/01/2020,Virginia,1484.0
1494,04/01/2020,Virgin Islands,30.0
1495,04/01/2020,Vermont,321.0
1496,04/01/2020,Washington,6593.0
1497,04/01/2020,Wisconsin,1550.0
1498,04/01/2020,West Virginia,191.0
1499,04/01/2020,Wyoming,130.0
1500,04/02/2020,Alaska,143.0
1501,04/02/2020,Alabama,1233.0
1502,04/02/2020,Arkansas,643.0
1503,04/02/2020,American Samoa,0.0
1504,04/02/2020,Arizona,1598.0
1505,04/02/2020,California,9191.0
1506,04/02/2020,Colorado,3342.0
1507,04/02/2020,Connecticut,3824.0
1508,04/02/2020,District of Columbia,653.0
1509,04/02/2020,Delaware,393.0
1510,04/02/2020,Florida,8010.0
1511,04/02/2020,Georgia,5348.0
1512,04/02/2020,Guam,82.0
1513,04/02/2020,Hawaii,258.0
1514,04/02/2020,Iowa,614.0
1515,04/02/2020,Idaho,669.0
1516,04/02/2020,Illinois,7695.0
1517,04/02/2020,Indiana,3039.0
1518,04/02/2020,Kansas,552.0
1519,04/02/2020,Kentucky,680.0
1520,04/02/2020,Louisiana,9150.0
1521,04/02/2020,Massachusetts,8966.0
1522,04/02/2020,Maryland,2331.0
1523,04/02/2020,Maine,376.0
1524,04/02/2020,Michigan,14117.0
1525,04/02/2020,Minnesota,742.0
1526,04/02/2020,Missouri,1834.0
1527,04/02/2020,Northern Mariana Islands,8.0
1528,04/02/2020,Mississippi,1177.0
1529,04/02/2020,Montana,227.0
1530,04/02/2020,North Carolina,1857.0
1531,04/02/2020,North Dakota,159.0
1532,04/02/2020,Nebraska,246.0
1533,04/02/2020,New Hampshire,415.0
1534,04/02/2020,New Jersey,25590.0
1535,04/02/2020,New Mexico,363.0
1536,04/02/2020,Nevada,1458.0
1537,04/02/2020,New York,92381.0
1538,04/02/2020,Ohio,2902.0
1539,04/02/2020,Oklahoma,879.0
1540,04/02/2020,Oregon,826.0
1541,04/02/2020,Pennsylvania,7016.0
1542,04/02/2020,Puerto Rico,316.0
1543,04/02/2020,Rhode Island,657.0
1544,04/02/2020,South Carolina,1554.0
1545,04/02/2020,South Dakota,165.0
1546,04/02/2020,Tennessee,2845.0
1547,04/02/2020,Texas,4669.0
1548,04/02/2020,Utah,1074.0
1549,04/02/2020,Virginia,1706.0
1550,04/02/2020,Virgin Islands,33.0
1551,04/02/2020,Vermont,338.0
1552,04/02/2020,Washington,6962.0
1553,04/02/2020,Wisconsin,1730.0
1554,04/02/2020,West Virginia,217.0
1555,04/02/2020,Wyoming,150.0
1556,04/03/2020,Alaska,157.0
1557,04/03/2020,Alabama,1432.0
1558,04/03/2020,Arkansas,704.0
1559,04/03/2020,American Samoa,0.0
1560,04/03/2020,Arizona,1769.0
1561,04/03/2020,California,10701.0
1562,04/03/2020,Colorado,3728.0
1563,04/03/2020,Connecticut,4914.0
1564,04/03/2020,District of Columbia,757.0
1565,04/03/2020,Delaware,450.0
1566,04/03/2020,Florida,9585.0
1567,04/03/2020,Georgia,5831.0
1568,04/03/2020,Guam,84.0
1569,04/03/2020,Hawaii,285.0
1570,04/03/2020,Iowa,699.0
1571,04/03/2020,Idaho,891.0
1572,04/03/2020,Illinois,8904.0
1573,04/03/2020,Indiana,3437.0
1574,04/03/2020,Kansas,620.0
1575,04/03/2020,Kentucky,770.0
1576,04/03/2020,Louisiana,10297.0
1577,04/03/2020,Massachusetts,10402.0
1578,04/03/2020,Maryland,2758.0
1579,04/03/2020,Maine,432.0
1580,04/03/2020,Michigan,15252.0
1581,04/03/2020,Minnesota,789.0
1582,04/03/2020,Missouri,2113.0
1583,04/03/2020,Northern Mariana Islands,8.0
1584,04/03/2020,Mississippi,1358.0
1585,04/03/2020,Montana,243.0
1586,04/03/2020,North Carolina,2093.0
1587,04/03/2020,North Dakota,173.0
1588,04/03/2020,Nebraska,279.0
1589,04/03/2020,New Hampshire,479.0
1590,04/03/2020,New Jersey,29895.0
1591,04/03/2020,New Mexico,403.0
1592,04/03/2020,Nevada,1514.0
1593,04/03/2020,New York,102863.0
1594,04/03/2020,Ohio,3312.0
1595,04/03/2020,Oklahoma,988.0
1596,04/03/2020,Oregon,899.0
1597,04/03/2020,Pennsylvania,8420.0
1598,04/03/2020,Puerto Rico,378.0
1599,04/03/2020,Rhode Island,709.0
1600,04/03/2020,South Carolina,1554.0
1601,04/03/2020,South Dakota,187.0
1602,04/03/2020,Tennessee,3067.0
1603,04/03/2020,Texas,5330.0
1604,04/03/2020,Utah,1246.0
1605,04/03/2020,Virginia,2012.0
1606,04/03/2020,Virgin Islands,38.0
1607,04/03/2020,Vermont,389.0
1608,04/03/2020,Washington,7548.0
1609,04/03/2020,Wisconsin,1912.0
1610,04/03/2020,West Virginia,237.0
1611,04/03/2020,Wyoming,162.0
1612,04/04/2020,Alaska,171.0
1613,04/04/2020,Alabama,1580.0
1614,04/04/2020,Arkansas,743.0
1615,04/04/2020,American Samoa,0.0
1616,04/04/2020,Arizona,2019.0
1617,04/04/2020,California,12026.0
1618,04/04/2020,Colorado,4173.0
1619,04/04/2020,Connecticut,5276.0
1620,04/04/2020,District of Columbia,902.0
1621,04/04/2020,Delaware,593.0
1622,04/04/2020,Florida,11111.0
1623,04/04/2020,Georgia,6160.0
1624,04/04/2020,Guam,93.0
1625,04/04/2020,Hawaii,319.0
1626,04/04/2020,Iowa,786.0
1627,04/04/2020,Idaho,1013.0
1628,04/04/2020,Illinois,10357.0
1629,04/04/2020,Indiana,3953.0
1630,04/04/2020,Kansas,698.0
1631,04/04/2020,Kentucky,831.0
1632,04/04/2020,Louisiana,12496.0
1633,04/04/2020,Massachusetts,11736.0
1634,04/04/2020,Maryland,3125.0
1635,04/04/2020,Maine,456.0
1636,04/04/2020,Michigan,16395.0
1637,04/04/2020,Minnesota,865.0
1638,04/04/2020,Missouri,2291.0
1639,04/04/2020,Northern Mariana Islands,8.0
1640,04/04/2020,Mississippi,1455.0
1641,04/04/2020,Montana,265.0
1642,04/04/2020,North Carolina,2402.0
1643,04/04/2020,North Dakota,186.0
1644,04/04/2020,Nebraska,321.0
1645,04/04/2020,New Hampshire,540.0
1646,04/04/2020,New Jersey,34124.0
1647,04/04/2020,New Mexico,495.0
1648,04/04/2020,Nevada,1742.0
1649,04/04/2020,New York,113704.0
1650,04/04/2020,Ohio,3739.0
1651,04/04/2020,Oklahoma,1159.0
1652,04/04/2020,Oregon,999.0
1653,04/04/2020,Pennsylvania,10017.0
1654,04/04/2020,Puerto Rico,452.0
1655,04/04/2020,Rhode Island,806.0
1656,04/04/2020,South Carolina,1917.0
1657,04/04/2020,South Dakota,212.0
1658,04/04/2020,Tennessee,3321.0
1659,04/04/2020,Texas,6110.0
1660,04/04/2020,Utah,1428.0
1661,04/04/2020,Virginia,2407.0
1662,04/04/2020,Virgin Islands,40.0
1663,04/04/2020,Vermont,461.0
1664,04/04/2020,Washington,7934.0
1665,04/04/2020,Wisconsin,2112.0
1666,04/04/2020,West Virginia,282.0
1667,04/04/2020,Wyoming,187.0
1668,04/05/2020,Alaska,185.0
1669,04/05/2020,Alabama,1796.0
1670,04/05/2020,Arkansas,830.0
1671,04/05/2020,American Samoa,0.0
1672,04/05/2020,Arizona,2269.0
1673,04/05/2020,California,13438.0
1674,04/05/2020,Colorado,4565.0
1675,04/05/2020,Connecticut,5675.0
1676,04/05/2020,District of Columbia,998.0
1677,04/05/2020,Delaware,673.0
1678,04/05/2020,Florida,12151.0
1679,04/05/2020,Georgia,6647.0
1680,04/05/2020,Guam,112.0
1681,04/05/2020,Hawaii,351.0
1682,04/05/2020,Iowa,868.0
1683,04/05/2020,Idaho,1077.0
1684,04/05/2020,Illinois,11256.0
1685,04/05/2020,Indiana,4411.0
1686,04/05/2020,Kansas,747.0
1687,04/05/2020,Kentucky,917.0
1688,04/05/2020,Louisiana,13010.0
1689,04/05/2020,Massachusetts,12500.0
1690,04/05/2020,Maryland,3609.0
1691,04/05/2020,Maine,470.0
1692,04/05/2020,Michigan,17567.0
1693,04/05/2020,Minnesota,935.0
1694,04/05/2020,Missouri,2367.0
1695,04/05/2020,Northern Mariana Islands,8.0
1696,04/05/2020,Mississippi,1638.0
1697,04/05/2020,Montana,286.0
1698,04/05/2020,North Carolina,2585.0
1699,04/05/2020,North Dakota,207.0
1700,04/05/2020,Nebraska,363.0
1701,04/05/2020,New Hampshire,621.0
1702,04/05/2020,New Jersey,37505.0
1703,04/05/2020,New Mexico,543.0
1704,04/05/2020,Nevada,1836.0
1705,04/05/2020,New York,122031.0
1706,04/05/2020,Ohio,4043.0
1707,04/05/2020,Oklahoma,1252.0
1708,04/05/2020,Oregon,1068.0
1709,04/05/2020,Pennsylvania,11510.0
1710,04/05/2020,Puerto Rico,475.0
1711,04/05/2020,Rhode Island,922.0
1712,04/05/2020,South Carolina,2049.0
1713,04/05/2020,South Dakota,240.0
1714,04/05/2020,Tennessee,3633.0
1715,04/05/2020,Texas,6812.0
1716,04/05/2020,Utah,1605.0
1717,04/05/2020,Virginia,2637.0
1718,04/05/2020,Virgin Islands,42.0
1719,04/05/2020,Vermont,512.0
1720,04/05/2020,Washington,8332.0
1721,04/05/2020,Wisconsin,2267.0
1722,04/05/2020,West Virginia,324.0
1723,04/05/2020,Wyoming,197.0
1724,04/06/2020,Alaska,191.0
1725,04/06/2020,Alabama,1968.0
1726,04/06/2020,Arkansas,875.0
1727,04/06/2020,American Samoa,0.0
1728,04/06/2020,Arizona,2456.0
1729,04/06/2020,California,14336.0
1730,04/06/2020,Colorado,4950.0
1731,04/06/2020,Connecticut,6906.0
1732,04/06/2020,District of Columbia,1097.0
1733,04/06/2020,Delaware,673.0
1734,04/06/2020,Florida,13324.0
1735,04/06/2020,Georgia,7314.0
1736,04/06/2020,Guam,113.0
1737,04/06/2020,Hawaii,371.0
1738,04/06/2020,Iowa,946.0
1739,04/06/2020,Idaho,1101.0
1740,04/06/2020,Illinois,12262.0
1741,04/06/2020,Indiana,4944.0
1742,04/06/2020,Kansas,845.0
1743,04/06/2020,Kentucky,955.0
1744,04/06/2020,Louisiana,14867.0
1745,04/06/2020,Massachusetts,13837.0
1746,04/06/2020,Maryland,4045.0
1747,04/06/2020,Maine,499.0
1748,04/06/2020,Michigan,18850.0
1749,04/06/2020,Minnesota,986.0
1750,04/06/2020,Missouri,2722.0
1751,04/06/2020,Northern Mariana Islands,8.0
1752,04/06/2020,Mississippi,1738.0
1753,04/06/2020,Montana,299.0
1754,04/06/2020,North Carolina,2870.0
1755,04/06/2020,North Dakota,225.0
1756,04/06/2020,Nebraska,409.0
1757,04/06/2020,New Hampshire,669.0
1758,04/06/2020,New Jersey,41090.0
1759,04/06/2020,New Mexico,624.0
1760,04/06/2020,Nevada,1953.0
1761,04/06/2020,New York,130689.0
1762,04/06/2020,Ohio,4450.0
1763,04/06/2020,Oklahoma,1327.0
1764,04/06/2020,Oregon,1132.0
1765,04/06/2020,Pennsylvania,12980.0
1766,04/06/2020,Puerto Rico,513.0
1767,04/06/2020,Rhode Island,1082.0
1768,04/06/2020,South Carolina,2049.0
1769,04/06/2020,South Dakota,288.0
1770,04/06/2020,Tennessee,3802.0
1771,04/06/2020,Texas,7276.0
1772,04/06/2020,Utah,1675.0
1773,04/06/2020,Virginia,2878.0
1774,04/06/2020,Virgin Islands,43.0
1775,04/06/2020,Vermont,543.0
1776,04/06/2020,Washington,8679.0
1777,04/06/2020,Wisconsin,2440.0
1778,04/06/2020,West Virginia,345.0
1779,04/06/2020,Wyoming,210.0
1780,04/07/2020,Alaska,213.0
1781,04/07/2020,Alabama,2119.0
1782,04/07/2020,Arkansas,946.0
1783,04/07/2020,American Samoa,0.0
1784,04/07/2020,Arizona,2575.0
1785,04/07/2020,California,15865.0
1786,04/07/2020,Colorado,5172.0
1787,04/07/2020,Connecticut,7781.0
1788,04/07/2020,District of Columbia,1211.0
1789,04/07/2020,Delaware,928.0
1790,04/07/2020,Florida,14747.0
1791,04/07/2020,Georgia,8818.0
1792,04/07/2020,Guam,121.0
1793,04/07/2020,Hawaii,387.0
1794,04/07/2020,Iowa,1048.0
1795,04/07/2020,Idaho,1170.0
1796,04/07/2020,Illinois,13549.0
1797,04/07/2020,Indiana,5507.0
1798,04/07/2020,Kansas,900.0
1799,04/07/2020,Kentucky,1008.0
1800,04/07/2020,Louisiana,16284.0
1801,04/07/2020,Massachusetts,15202.0
1802,04/07/2020,Maryland,4371.0
1803,04/07/2020,Maine,519.0
1804,04/07/2020,Michigan,19823.0
1805,04/07/2020,Minnesota,1069.0
1806,04/07/2020,Missouri,3037.0
1807,04/07/2020,Northern Mariana Islands,8.0
1808,04/07/2020,Mississippi,1915.0
1809,04/07/2020,Montana,319.0
1810,04/07/2020,North Carolina,3221.0
1811,04/07/2020,North Dakota,237.0
1812,04/07/2020,Nebraska,447.0
1813,04/07/2020,New Hampshire,715.0
1814,04/07/2020,New Jersey,44416.0
1815,04/07/2020,New Mexico,686.0
1816,04/07/2020,Nevada,2087.0
1817,04/07/2020,New York,138863.0
1818,04/07/2020,Ohio,4782.0
1819,04/07/2020,Oklahoma,1472.0
1820,04/07/2020,Oregon,1181.0
1821,04/07/2020,Pennsylvania,14559.0
1822,04/07/2020,Puerto Rico,573.0
1823,04/07/2020,Rhode Island,1230.0
1824,04/07/2020,South Carolina,2417.0
1825,04/07/2020,South Dakota,320.0
1826,04/07/2020,Tennessee,4138.0
1827,04/07/2020,Texas,8262.0
1828,04/07/2020,Utah,1738.0
1829,04/07/2020,Virginia,3333.0
1830,04/07/2020,Virgin Islands,43.0
1831,04/07/2020,Vermont,575.0
1832,04/07/2020,Washington,9043.0
1833,04/07/2020,Wisconsin,2578.0
1834,04/07/2020,West Virginia,412.0
1835,04/07/2020,Wyoming,216.0
1836,04/08/2020,Alaska,226.0
1837,04/08/2020,Alabama,2369.0
1838,04/08/2020,Arkansas,1000.0
1839,04/08/2020,American Samoa,0.0
1840,04/08/2020,Arizona,2726.0
1841,04/08/2020,California,16957.0
1842,04/08/2020,Colorado,5429.0
1843,04/08/2020,Connecticut,7781.0
1844,04/08/2020,District of Columbia,1440.0
1845,04/08/2020,Delaware,928.0
1846,04/08/2020,Florida,15455.0
1847,04/08/2020,Georgia,9901.0
1848,04/08/2020,Guam,125.0
1849,04/08/2020,Hawaii,410.0
1850,04/08/2020,Iowa,1145.0
1851,04/08/2020,Idaho,1210.0
1852,04/08/2020,Illinois,15078.0
1853,04/08/2020,Indiana,5943.0
1854,04/08/2020,Kansas,900.0
1855,04/08/2020,Kentucky,1149.0
1856,04/08/2020,Louisiana,17030.0
1857,04/08/2020,Massachusetts,16790.0
1858,04/08/2020,Maryland,5529.0
1859,04/08/2020,Maine,537.0
1860,04/08/2020,Michigan,20589.0
1861,04/08/2020,Minnesota,1154.0
1862,04/08/2020,Missouri,3327.0
1863,04/08/2020,Northern Mariana Islands,11.0
1864,04/08/2020,Mississippi,2003.0
1865,04/08/2020,Montana,332.0
1866,04/08/2020,North Carolina,3426.0
1867,04/08/2020,North Dakota,251.0
1868,04/08/2020,Nebraska,519.0
1869,04/08/2020,New Hampshire,788.0
1870,04/08/2020,New Jersey,47437.0
1871,04/08/2020,New Mexico,794.0
1872,04/08/2020,Nevada,2318.0
1873,04/08/2020,New York,149316.0
1874,04/08/2020,Ohio,5148.0
1875,04/08/2020,Oklahoma,1524.0
1876,04/08/2020,Oregon,1239.0
1877,04/08/2020,Pennsylvania,16239.0
1878,04/08/2020,Puerto Rico,620.0
1879,04/08/2020,Rhode Island,1450.0
1880,04/08/2020,South Carolina,2552.0
1881,04/08/2020,South Dakota,393.0
1882,04/08/2020,Tennessee,4362.0
1883,04/08/2020,Texas,9353.0
1884,04/08/2020,Utah,1846.0
1885,04/08/2020,Virginia,3645.0
1886,04/08/2020,Virgin Islands,45.0
1887,04/08/2020,Vermont,605.0
1888,04/08/2020,Washington,9506.0
1889,04/08/2020,Wisconsin,2756.0
1890,04/08/2020,West Virginia,462.0
1891,04/08/2020,Wyoming,221.0
1892,04/09/2020,Alaska,235.0
1893,04/09/2020,Alabama,2769.0
1894,04/09/2020,Arkansas,1119.0
1895,04/09/2020,American Samoa,0.0
1896,04/09/2020,Arizona,3018.0
1897,04/09/2020,California,18309.0
1898,04/09/2020,Colorado,5655.0
1899,04/09/2020,Connecticut,9784.0
1900,04/09/2020,District of Columbia,1523.0
1901,04/09/2020,Delaware,1207.0
1902,04/09/2020,Florida,16364.0
1903,04/09/2020,Georgia,10566.0
1904,04/09/2020,Guam,128.0
1905,04/09/2020,Hawaii,435.0
1906,04/09/2020,Iowa,1270.0
1907,04/09/2020,Idaho,1232.0
1908,04/09/2020,Illinois,16422.0
1909,04/09/2020,Indiana,6351.0
1910,04/09/2020,Kansas,1106.0
1911,04/09/2020,Kentucky,1346.0
1912,04/09/2020,Louisiana,18283.0
1913,04/09/2020,Massachusetts,18941.0
1914,04/09/2020,Maryland,6185.0
1915,04/09/2020,Maine,560.0
1916,04/09/2020,Michigan,21504.0
1917,04/09/2020,Minnesota,1242.0
1918,04/09/2020,Missouri,3539.0
1919,04/09/2020,Northern Mariana Islands,11.0
1920,04/09/2020,Mississippi,2260.0
1921,04/09/2020,Montana,354.0
1922,04/09/2020,North Carolina,3651.0
1923,04/09/2020,North Dakota,269.0
1924,04/09/2020,Nebraska,567.0
1925,04/09/2020,New Hampshire,788.0
1926,04/09/2020,New Jersey,51027.0
1927,04/09/2020,New Mexico,865.0
1928,04/09/2020,Nevada,2456.0
1929,04/09/2020,New York,159937.0
1930,04/09/2020,Ohio,5512.0
1931,04/09/2020,Oklahoma,1684.0
1932,04/09/2020,Oregon,1321.0
1933,04/09/2020,Pennsylvania,18228.0
1934,04/09/2020,Puerto Rico,683.0
1935,04/09/2020,Rhode Island,1727.0
1936,04/09/2020,South Carolina,2792.0
1937,04/09/2020,South Dakota,447.0
1938,04/09/2020,Tennessee,4634.0
1939,04/09/2020,Texas,10230.0
1940,04/09/2020,Utah,1976.0
1941,04/09/2020,Virginia,4042.0
1942,04/09/2020,Virgin Islands,46.0
1943,04/09/2020,Vermont,628.0
1944,04/09/2020,Washington,9769.0
1945,04/09/2020,Wisconsin,2885.0
1946,04/09/2020,West Virginia,523.0
1947,04/09/2020,Wyoming,230.0
1948,04/10/2020,Alaska,246.0
1949,04/10/2020,Alabama,2968.0
1950,04/10/2020,Arkansas,1171.0
1951,04/10/2020,American Samoa,0.0
1952,04/10/2020,Arizona,3112.0
1953,04/10/2020,California,19472.0
1954,04/10/2020,Colorado,6510.0
1955,04/10/2020,Connecticut,10538.0
1956,04/10/2020,District of Columbia,1660.0
1957,04/10/2020,Delaware,1326.0
1958,04/10/2020,Florida,17531.0
1959,04/10/2020,Georgia,11483.0
1960,04/10/2020,Guam,130.0
1961,04/10/2020,Hawaii,442.0
1962,04/10/2020,Iowa,1388.0
1963,04/10/2020,Idaho,1353.0
1964,04/10/2020,Illinois,17887.0
1965,04/10/2020,Indiana,6907.0
1966,04/10/2020,Kansas,1166.0
1967,04/10/2020,Kentucky,1693.0
1968,04/10/2020,Louisiana,19253.0
1969,04/10/2020,Massachusetts,20974.0
1970,04/10/2020,Maryland,6968.0
1971,04/10/2020,Maine,586.0
1972,04/10/2020,Michigan,22783.0
1973,04/10/2020,Minnesota,1336.0
1974,04/10/2020,Missouri,3799.0
1975,04/10/2020,Northern Mariana Islands,11.0
1976,04/10/2020,Mississippi,2469.0
1977,04/10/2020,Montana,365.0
1978,04/10/2020,North Carolina,3908.0
1979,04/10/2020,North Dakota,278.0
1980,04/10/2020,Nebraska,635.0
1981,04/10/2020,New Hampshire,819.0
1982,04/10/2020,New Jersey,54588.0
1983,04/10/2020,New Mexico,1091.0
1984,04/10/2020,Nevada,2584.0
1985,04/10/2020,New York,170512.0
1986,04/10/2020,Ohio,5836.0
1987,04/10/2020,Oklahoma,1794.0
1988,04/10/2020,Oregon,1321.0
1989,04/10/2020,Pennsylvania,19979.0
1990,04/10/2020,Puerto Rico,725.0
1991,04/10/2020,Rhode Island,2015.0
1992,04/10/2020,South Carolina,3065.0
1993,04/10/2020,South Dakota,536.0
1994,04/10/2020,Tennessee,4862.0
1995,04/10/2020,Texas,11671.0
1996,04/10/2020,Utah,2102.0
1997,04/10/2020,Virginia,4509.0
1998,04/10/2020,Virgin Islands,50.0
1999,04/10/2020,Vermont,679.0
2000,04/10/2020,Washington,10224.0
2001,04/10/2020,Wisconsin,3068.0
2002,04/10/2020,West Virginia,554.0
2003,04/10/2020,Wyoming,320.0
2004,04/11/2020,Alaska,257.0
2005,04/11/2020,Alabama,3191.0
2006,04/11/2020,Arkansas,1226.0
2007,04/11/2020,American Samoa,0.0
2008,04/11/2020,Arizona,3393.0
2009,04/11/2020,California,19472.0
2010,04/11/2020,Colorado,6510.0
2011,04/11/2020,Connecticut,11510.0
2012,04/11/2020,District of Columbia,1778.0
2013,04/11/2020,Delaware,1479.0
2014,04/11/2020,Florida,18494.0
2015,04/11/2020,Georgia,12159.0
2016,04/11/2020,Guam,133.0
2017,04/11/2020,Hawaii,465.0
2018,04/11/2020,Iowa,1510.0
2019,04/11/2020,Idaho,1396.0
2020,04/11/2020,Illinois,19180.0
2021,04/11/2020,Indiana,7435.0
2022,04/11/2020,Kansas,1268.0
2023,04/11/2020,Kentucky,1693.0
2024,04/11/2020,Louisiana,20014.0
2025,04/11/2020,Massachusetts,22860.0
2026,04/11/2020,Maryland,7694.0
2027,04/11/2020,Maine,616.0
2028,04/11/2020,Michigan,23993.0
2029,04/11/2020,Minnesota,1427.0
2030,04/11/2020,Missouri,4024.0
2031,04/11/2020,Northern Mariana Islands,11.0
2032,04/11/2020,Mississippi,2642.0
2033,04/11/2020,Montana,377.0
2034,04/11/2020,North Carolina,4312.0
2035,04/11/2020,North Dakota,293.0
2036,04/11/2020,Nebraska,700.0
2037,04/11/2020,New Hampshire,885.0
2038,04/11/2020,New Jersey,58151.0
2039,04/11/2020,New Mexico,1091.0
2040,04/11/2020,Nevada,2700.0
2041,04/11/2020,New York,180458.0
2042,04/11/2020,Ohio,6187.0
2043,04/11/2020,Oklahoma,1868.0
2044,04/11/2020,Oregon,1371.0
2045,04/11/2020,Pennsylvania,21655.0
2046,04/11/2020,Puerto Rico,788.0
2047,04/11/2020,Rhode Island,2349.0
2048,04/11/2020,South Carolina,3207.0
2049,04/11/2020,South Dakota,626.0
2050,04/11/2020,Tennessee,5114.0
2051,04/11/2020,Texas,12561.0
2052,04/11/2020,Utah,2206.0
2053,04/11/2020,Virginia,5077.0
2054,04/11/2020,Virgin Islands,51.0
2055,04/11/2020,Vermont,711.0
2056,04/11/2020,Washington,10224.0
2057,04/11/2020,Wisconsin,3213.0
2058,04/11/2020,West Virginia,577.0
2059,04/11/2020,Wyoming,261.0
2060,04/12/2020,Alaska,272.0
2061,04/12/2020,Alabama,3525.0
2062,04/12/2020,Arkansas,1280.0
2063,04/12/2020,American Samoa,0.0
2064,04/12/2020,Arizona,3539.0
2065,04/12/2020,California,21794.0
2066,04/12/2020,Colorado,6893.0
2067,04/12/2020,Connecticut,12035.0
2068,04/12/2020,District of Columbia,1875.0
2069,04/12/2020,Delaware,1479.0
2070,04/12/2020,Florida,19355.0
2071,04/12/2020,Georgia,12452.0
2072,04/12/2020,Guam,133.0
2073,04/12/2020,Hawaii,486.0
2074,04/12/2020,Iowa,1587.0
2075,04/12/2020,Idaho,1407.0
2076,04/12/2020,Illinois,20852.0
2077,04/12/2020,Indiana,7928.0
2078,04/12/2020,Kansas,1337.0
2079,04/12/2020,Kentucky,1840.0
2080,04/12/2020,Louisiana,20595.0
2081,04/12/2020,Massachusetts,25475.0
2082,04/12/2020,Maryland,8225.0
2083,04/12/2020,Maine,633.0
2084,04/12/2020,Michigan,24638.0
2085,04/12/2020,Minnesota,1621.0
2086,04/12/2020,Missouri,4160.0
2087,04/12/2020,Northern Mariana Islands,11.0
2088,04/12/2020,Mississippi,2781.0
2089,04/12/2020,Montana,387.0
2090,04/12/2020,North Carolina,4520.0
2091,04/12/2020,North Dakota,308.0
2092,04/12/2020,Nebraska,791.0
2093,04/12/2020,New Hampshire,929.0
2094,04/12/2020,New Jersey,61850.0
2095,04/12/2020,New Mexico,1174.0
2096,04/12/2020,Nevada,2836.0
2097,04/12/2020,New York,188694.0
2098,04/12/2020,Ohio,6604.0
2099,04/12/2020,Oklahoma,1970.0
2100,04/12/2020,Oregon,1527.0
2101,04/12/2020,Pennsylvania,22833.0
2102,04/12/2020,Puerto Rico,897.0
2103,04/12/2020,Rhode Island,2665.0
2104,04/12/2020,South Carolina,3319.0
2105,04/12/2020,South Dakota,730.0
2106,04/12/2020,Tennessee,5308.0
2107,04/12/2020,Texas,13484.0
2108,04/12/2020,Utah,2303.0
2109,04/12/2020,Virginia,5274.0
2110,04/12/2020,Virgin Islands,51.0
2111,04/12/2020,Vermont,727.0
2112,04/12/2020,Washington,10224.0
2113,04/12/2020,Wisconsin,3341.0
2114,04/12/2020,West Virginia,611.0
2115,04/12/2020,Wyoming,261.0
2116,04/13/2020,Alaska,277.0
2117,04/13/2020,Alabama,3734.0
2118,04/13/2020,Arkansas,1410.0
2119,04/13/2020,American Samoa,0.0
2120,04/13/2020,Arizona,3702.0
2121,04/13/2020,California,22348.0
2122,04/13/2020,Colorado,7684.0
2123,04/13/2020,Connecticut,13381.0
2124,04/13/2020,District of Columbia,1955.0
2125,04/13/2020,Delaware,1625.0
2126,04/13/2020,Florida,20601.0
2127,04/13/2020,Georgia,13315.0
2128,04/13/2020,Guam,135.0
2129,04/13/2020,Hawaii,499.0
2130,04/13/2020,Iowa,1710.0
2131,04/13/2020,Idaho,1426.0
2132,04/13/2020,Illinois,22025.0
2133,04/13/2020,Indiana,8236.0
2134,04/13/2020,Kansas,1376.0
2135,04/13/2020,Kentucky,1963.0
2136,04/13/2020,Louisiana,21016.0
2137,04/13/2020,Massachusetts,26867.0
2138,04/13/2020,Maryland,8936.0
2139,04/13/2020,Maine,698.0
2140,04/13/2020,Michigan,25635.0
2141,04/13/2020,Minnesota,1650.0
2142,04/13/2020,Missouri,4388.0
2143,04/13/2020,Northern Mariana Islands,11.0
2144,04/13/2020,Mississippi,2942.0
2145,04/13/2020,Montana,394.0
2146,04/13/2020,North Carolina,4816.0
2147,04/13/2020,North Dakota,331.0
2148,04/13/2020,Nebraska,814.0
2149,04/13/2020,New Hampshire,985.0
2150,04/13/2020,New Jersey,64584.0
2151,04/13/2020,New Mexico,1245.0
2152,04/13/2020,Nevada,2971.0
2153,04/13/2020,New York,195031.0
2154,04/13/2020,Ohio,6975.0
2155,04/13/2020,Oklahoma,2069.0
2156,04/13/2020,Oregon,1584.0
2157,04/13/2020,Pennsylvania,24199.0
2158,04/13/2020,Puerto Rico,903.0
2159,04/13/2020,Rhode Island,2976.0
2160,04/13/2020,South Carolina,3319.0
2161,04/13/2020,South Dakota,868.0
2162,04/13/2020,Tennessee,5610.0
2163,04/13/2020,Texas,13906.0
