,Date,State,Positive_Cases
756,03/19/2020,Oregon,88.0
757,03/19/2020,Pennsylvania,185.0
758,03/19/2020,Puerto Rico,5.0
759,03/19/2020,Rhode Island,44.0
760,03/19/2020,South Carolina,60.0
761,03/19/2020,South Dakota,11.0
762,03/19/2020,Tennessee,154.0
763,03/19/2020,Texas,143.0
764,03/19/2020,Utah,78.0
765,03/19/2020,Virginia,94.0
766,03/19/2020,Virgin Islands,3.0
767,03/19/2020,Vermont,22.0
768,03/19/2020,Washington,1535.0
769,03/19/2020,Wisconsin,155.0
770,03/19/2020,West Virginia,2.0
771,03/19/2020,Wyoming,18.0
772,03/20/2020,Alaska,12.0
773,03/20/2020,Alabama,81.0
774,03/20/2020,Arkansas,96.0
775,03/20/2020,American Samoa,0.0
776,03/20/2020,Arizona,65.0
777,03/20/2020,California,1063.0
778,03/20/2020,Colorado,277.0
779,03/20/2020,Connecticut,194.0
780,03/20/2020,District of Columbia,71.0
781,03/20/2020,Delaware,38.0
782,03/20/2020,Florida,520.0
783,03/20/2020,Georgia,420.0
784,03/20/2020,Guam,14.0
785,03/20/2020,Hawaii,26.0
786,03/20/2020,Iowa,45.0
787,03/20/2020,Idaho,23.0
788,03/20/2020,Illinois,585.0
789,03/20/2020,Indiana,79.0
790,03/20/2020,Kansas,44.0
791,03/20/2020,Kentucky,47.0
792,03/20/2020,Louisiana,479.0
793,03/20/2020,Massachusetts,413.0
794,03/20/2020,Maryland,149.0
795,03/20/2020,Maine,57.0
796,03/20/2020,Michigan,4027.0
797,03/20/2020,Minnesota,115.0
798,03/20/2020,Missouri,47.0
799,03/20/2020,Northern Mariana Islands,0.0
800,03/20/2020,Mississippi,80.0
801,03/20/2020,Montana,16.0
802,03/20/2020,North Carolina,137.0
803,03/20/2020,North Dakota,20.0
804,03/20/2020,Nebraska,32.0
805,03/20/2020,New Hampshire,44.0
806,03/20/2020,New Jersey,890.0
807,03/20/2020,New Mexico,43.0
808,03/20/2020,Nevada,109.0
809,03/20/2020,New York,7102.0
810,03/20/2020,Ohio,169.0
811,03/20/2020,Oklahoma,49.0
812,03/20/2020,Oregon,114.0
813,03/20/2020,Pennsylvania,268.0
814,03/20/2020,Puerto Rico,14.0
815,03/20/2020,Rhode Island,54.0
816,03/20/2020,South Carolina,81.0
817,03/20/2020,South Dakota,14.0
818,03/20/2020,Tennessee,228.0
819,03/20/2020,Texas,194.0
820,03/20/2020,Utah,112.0
821,03/20/2020,Virginia,114.0
822,03/20/2020,Virgin Islands,3.0
823,03/20/2020,Vermont,29.0
824,03/20/2020,Washington,1773.0
825,03/20/2020,Wisconsin,206.0
826,03/20/2020,West Virginia,7.0
827,03/20/2020,Wyoming,19.0
828,03/21/2020,Alaska,14.0
829,03/21/2020,Alabama,124.0
830,03/21/2020,Arkansas,118.0
831,03/21/2020,American Samoa,0.0
832,03/21/2020,Arizona,104.0
833,03/21/2020,California,1279.0
834,03/21/2020,Colorado,363.0
835,03/21/2020,Connecticut,194.0
836,03/21/2020,District of Columbia,77.0
837,03/21/2020,Delaware,45.0
838,03/21/2020,Florida,658.0
839,03/21/2020,Georgia,507.0
840,03/21/2020,Guam,15.0
841,03/21/2020,Hawaii,37.0
842,03/21/2020,Iowa,68.0
843,03/21/2020,Idaho,31.0
844,03/21/2020,Illinois,753.0
845,03/21/2020,Indiana,126.0
846,03/21/2020,Kansas,55.0
847,03/21/2020,Kentucky,54.0
848,03/21/2020,Louisiana,585.0
849,03/21/2020,Massachusetts,525.0
850,03/21/2020,Maryland,190.0
851,03/21/2020,Maine,73.0
852,03/21/2020,Michigan,4543.0
853,03/21/2020,Minnesota,138.0
854,03/21/2020,Missouri,73.0
855,03/21/2020,Northern Mariana Islands,0.0
856,03/21/2020,Mississippi,140.0
857,03/21/2020,Montana,20.0
858,03/21/2020,North Carolina,184.0
859,03/21/2020,North Dakota,28.0
860,03/21/2020,Nebraska,38.0
861,03/21/2020,New Hampshire,55.0
862,03/21/2020,New Jersey,1327.0
863,03/21/2020,New Mexico,57.0
864,03/21/2020,Nevada,124.0
865,03/21/2020,New York,10356.0
866,03/21/2020,Ohio,247.0
867,03/21/2020,Oklahoma,53.0
868,03/21/2020,Oregon,114.0
869,03/21/2020,Pennsylvania,371.0
870,03/21/2020,Puerto Rico,21.0
871,03/21/2020,Rhode Island,66.0
872,03/21/2020,South Carolina,152.0
873,03/21/2020,South Dakota,14.0
874,03/21/2020,Tennessee,371.0
875,03/21/2020,Texas,304.0
876,03/21/2020,Utah,136.0
877,03/21/2020,Virginia,152.0
878,03/21/2020,Virgin Islands,6.0
879,03/21/2020,Vermont,29.0
880,03/21/2020,Washington,2006.0
881,03/21/2020,Wisconsin,281.0
882,03/21/2020,West Virginia,11.0
883,03/21/2020,Wyoming,23.0
884,03/22/2020,Alaska,22.0
885,03/22/2020,Alabama,138.0
886,03/22/2020,Arkansas,165.0
887,03/22/2020,American Samoa,0.0
888,03/22/2020,Arizona,152.0
889,03/22/2020,California,1536.0
890,03/22/2020,Colorado,475.0
891,03/22/2020,Connecticut,223.0
892,03/22/2020,District of Columbia,98.0
893,03/22/2020,Delaware,56.0
894,03/22/2020,Florida,830.0
895,03/22/2020,Georgia,600.0
896,03/22/2020,Guam,27.0
897,03/22/2020,Hawaii,48.0
898,03/22/2020,Iowa,90.0
899,03/22/2020,Idaho,42.0
900,03/22/2020,Illinois,1049.0
901,03/22/2020,Indiana,201.0
902,03/22/2020,Kansas,64.0
903,03/22/2020,Kentucky,99.0
904,03/22/2020,Louisiana,837.0
905,03/22/2020,Massachusetts,646.0
906,03/22/2020,Maryland,244.0
907,03/22/2020,Maine,89.0
908,03/22/2020,Michigan,5098.0
909,03/22/2020,Minnesota,169.0
910,03/22/2020,Missouri,90.0
911,03/22/2020,Northern Mariana Islands,0.0
912,03/22/2020,Mississippi,207.0
913,03/22/2020,Montana,31.0
914,03/22/2020,North Carolina,255.0
915,03/22/2020,North Dakota,28.0
916,03/22/2020,Nebraska,48.0
917,03/22/2020,New Hampshire,65.0
918,03/22/2020,New Jersey,1914.0
919,03/22/2020,New Mexico,57.0
920,03/22/2020,Nevada,190.0
921,03/22/2020,New York,15168.0
922,03/22/2020,Ohio,351.0
923,03/22/2020,Oklahoma,67.0
924,03/22/2020,Oregon,161.0
925,03/22/2020,Pennsylvania,479.0
926,03/22/2020,Puerto Rico,23.0
927,03/22/2020,Rhode Island,83.0
928,03/22/2020,South Carolina,195.0
929,03/22/2020,South Dakota,21.0
930,03/22/2020,Tennessee,505.0
931,03/22/2020,Texas,334.0
932,03/22/2020,Utah,181.0
933,03/22/2020,Virginia,219.0
934,03/22/2020,Virgin Islands,6.0
935,03/22/2020,Vermont,52.0
936,03/22/2020,Washington,2242.0
937,03/22/2020,Wisconsin,385.0
938,03/22/2020,West Virginia,12.0
939,03/22/2020,Wyoming,24.0
940,03/23/2020,Alaska,22.0
941,03/23/2020,Alabama,167.0
942,03/23/2020,Arkansas,174.0
943,03/23/2020,American Samoa,0.0
944,03/23/2020,Arizona,265.0
945,03/23/2020,California,1733.0
946,03/23/2020,Colorado,591.0
947,03/23/2020,Connecticut,415.0
948,03/23/2020,District of Columbia,116.0
949,03/23/2020,Delaware,68.0
950,03/23/2020,Florida,1171.0
951,03/23/2020,Georgia,772.0
952,03/23/2020,Guam,29.0
953,03/23/2020,Hawaii,56.0
954,03/23/2020,Iowa,105.0
955,03/23/2020,Idaho,47.0
956,03/23/2020,Illinois,1273.0
957,03/23/2020,Indiana,259.0
958,03/23/2020,Kansas,82.0
959,03/23/2020,Kentucky,104.0
960,03/23/2020,Louisiana,1172.0
961,03/23/2020,Massachusetts,777.0
962,03/23/2020,Maryland,288.0
963,03/23/2020,Maine,107.0
964,03/23/2020,Michigan,5789.0
965,03/23/2020,Minnesota,235.0
966,03/23/2020,Missouri,183.0
967,03/23/2020,Northern Mariana Islands,0.0
968,03/23/2020,Mississippi,249.0
969,03/23/2020,Montana,34.0
970,03/23/2020,North Carolina,297.0
971,03/23/2020,North Dakota,30.0
972,03/23/2020,Nebraska,50.0
973,03/23/2020,New Hampshire,78.0
974,03/23/2020,New Jersey,2844.0
975,03/23/2020,New Mexico,65.0
976,03/23/2020,Nevada,245.0
977,03/23/2020,New York,20875.0
978,03/23/2020,Ohio,442.0
979,03/23/2020,Oklahoma,81.0
980,03/23/2020,Oregon,191.0
981,03/23/2020,Pennsylvania,644.0
982,03/23/2020,Puerto Rico,31.0
983,03/23/2020,Rhode Island,106.0
984,03/23/2020,South Carolina,298.0
985,03/23/2020,South Dakota,28.0
986,03/23/2020,Tennessee,615.0
987,03/23/2020,Texas,352.0
988,03/23/2020,Utah,257.0
989,03/23/2020,Virginia,254.0
990,03/23/2020,Virgin Islands,17.0
991,03/23/2020,Vermont,75.0
992,03/23/2020,Washington,2450.0
993,03/23/2020,Wisconsin,416.0
994,03/23/2020,West Virginia,16.0
995,03/23/2020,Wyoming,26.0
996,03/24/2020,Alaska,36.0
997,03/24/2020,Alabama,215.0
998,03/24/2020,Arkansas,218.0
999,03/24/2020,American Samoa,0.0
1000,03/24/2020,Arizona,357.0
1001,03/24/2020,California,2102.0
1002,03/24/2020,Colorado,720.0
1003,03/24/2020,Connecticut,618.0
1004,03/24/2020,District of Columbia,137.0
1005,03/24/2020,Delaware,91.0
1006,03/24/2020,Florida,1412.0
1007,03/24/2020,Georgia,1026.0
1008,03/24/2020,Guam,32.0
1009,03/24/2020,Hawaii,77.0
1010,03/24/2020,Iowa,124.0
1011,03/24/2020,Idaho,50.0
1012,03/24/2020,Illinois,1535.0
1013,03/24/2020,Indiana,365.0
1014,03/24/2020,Kansas,98.0
1015,03/24/2020,Kentucky,124.0
1016,03/24/2020,Louisiana,1388.0
1017,03/24/2020,Massachusetts,1159.0
1018,03/24/2020,Maryland,349.0
1019,03/24/2020,Maine,125.0
1020,03/24/2020,Michigan,6441.0
1021,03/24/2020,Minnesota,262.0
1022,03/24/2020,Missouri,183.0
1023,03/24/2020,Northern Mariana Islands,0.0
1024,03/24/2020,Mississippi,320.0
1025,03/24/2020,Montana,46.0
1026,03/24/2020,North Carolina,398.0
1027,03/24/2020,North Dakota,34.0
1028,03/24/2020,Nebraska,52.0
1029,03/24/2020,New Hampshire,101.0
1030,03/24/2020,New Jersey,3675.0
1031,03/24/2020,New Mexico,83.0
1032,03/24/2020,Nevada,278.0
1033,03/24/2020,New York,25665.0
1034,03/24/2020,Ohio,564.0
1035,03/24/2020,Oklahoma,106.0
1036,03/24/2020,Oregon,209.0
1037,03/24/2020,Pennsylvania,851.0
1038,03/24/2020,Puerto Rico,39.0
1039,03/24/2020,Rhode Island,124.0
1040,03/24/2020,South Carolina,298.0
1041,03/24/2020,South Dakota,30.0
1042,03/24/2020,Tennessee,667.0
1043,03/24/2020,Texas,410.0
1044,03/24/2020,Utah,299.0
1045,03/24/2020,Virginia,290.0
1046,03/24/2020,Virgin Islands,17.0
1047,03/24/2020,Vermont,95.0
1048,03/24/2020,Washington,2823.0
1049,03/24/2020,Wisconsin,457.0
1050,03/24/2020,West Virginia,20.0
1051,03/24/2020,Wyoming,29.0
1052,03/25/2020,Alaska,42.0
1053,03/25/2020,Alabama,283.0
1054,03/25/2020,Arkansas,280.0
1055,03/25/2020,American Samoa,0.0
1056,03/25/2020,Arizona,450.0
1057,03/25/2020,California,2355.0
1058,03/25/2020,Colorado,912.0
1059,03/25/2020,Connecticut,875.0
1060,03/25/2020,District of Columbia,183.0
1061,03/25/2020,Delaware,115.0
1062,03/25/2020,Florida,1682.0
1063,03/25/2020,Georgia,1247.0
1064,03/25/2020,Guam,37.0
1065,03/25/2020,Hawaii,90.0
1066,03/25/2020,Iowa,145.0
1067,03/25/2020,Idaho,73.0
1068,03/25/2020,Illinois,1865.0
1069,03/25/2020,Indiana,477.0
1070,03/25/2020,Kansas,126.0
1071,03/25/2020,Kentucky,157.0
1072,03/25/2020,Louisiana,1795.0
1073,03/25/2020,Massachusetts,1838.0
1074,03/25/2020,Maryland,423.0
1075,03/25/2020,Maine,149.0
1076,03/25/2020,Michigan,7060.0
1077,03/25/2020,Minnesota,287.0
1078,03/25/2020,Missouri,356.0
1079,03/25/2020,Northern Mariana Islands,0.0
1080,03/25/2020,Mississippi,377.0
1081,03/25/2020,Montana,53.0
1082,03/25/2020,North Carolina,504.0
1083,03/25/2020,North Dakota,39.0
1084,03/25/2020,Nebraska,61.0
1085,03/25/2020,New Hampshire,108.0
1086,03/25/2020,New Jersey,4402.0
1087,03/25/2020,New Mexico,100.0
1088,03/25/2020,Nevada,321.0
1089,03/25/2020,New York,30811.0
1090,03/25/2020,Ohio,704.0
1091,03/25/2020,Oklahoma,164.0
1092,03/25/2020,Oregon,209.0
1093,03/25/2020,Pennsylvania,1127.0
1094,03/25/2020,Puerto Rico,51.0
1095,03/25/2020,Rhode Island,132.0
1096,03/25/2020,South Carolina,424.0
1097,03/25/2020,South Dakota,41.0
1098,03/25/2020,Tennessee,784.0
1099,03/25/2020,Texas,974.0
1100,03/25/2020,Utah,346.0
1101,03/25/2020,Virginia,391.0
1102,03/25/2020,Virgin Islands,17.0
1103,03/25/2020,Vermont,123.0
1104,03/25/2020,Washington,3275.0
1105,03/25/2020,Wisconsin,585.0
1106,03/25/2020,West Virginia,39.0
1107,03/25/2020,Wyoming,44.0
1108,03/26/2020,Alaska,59.0
1109,03/26/2020,Alabama,506.0
1110,03/26/2020,Arkansas,335.0
1111,03/26/2020,American Samoa,0.0
1112,03/26/2020,Arizona,577.0
1113,03/26/2020,California,3006.0
1114,03/26/2020,Colorado,1086.0
1115,03/26/2020,Connecticut,1012.0
1116,03/26/2020,District of Columbia,231.0
1117,03/26/2020,Delaware,130.0
1118,03/26/2020,Florida,2355.0
1119,03/26/2020,Georgia,1525.0
1120,03/26/2020,Guam,45.0
1121,03/26/2020,Hawaii,95.0
1122,03/26/2020,Iowa,179.0
1123,03/26/2020,Idaho,123.0
1124,03/26/2020,Illinois,2538.0
1125,03/26/2020,Indiana,645.0
1126,03/26/2020,Kansas,168.0
1127,03/26/2020,Kentucky,198.0
1128,03/26/2020,Louisiana,2305.0
1129,03/26/2020,Massachusetts,2417.0
1130,03/26/2020,Maryland,580.0
1131,03/26/2020,Maine,155.0
1132,03/26/2020,Michigan,7767.0
1133,03/26/2020,Minnesota,346.0
1134,03/26/2020,Missouri,502.0
1135,03/26/2020,Northern Mariana Islands,0.0
1136,03/26/2020,Mississippi,485.0
1137,03/26/2020,Montana,71.0
1138,03/26/2020,North Carolina,636.0
1139,03/26/2020,North Dakota,52.0
1140,03/26/2020,Nebraska,73.0
1141,03/26/2020,New Hampshire,137.0
1142,03/26/2020,New Jersey,6876.0
1143,03/26/2020,New Mexico,112.0
1144,03/26/2020,Nevada,420.0
1145,03/26/2020,New York,37258.0
1146,03/26/2020,Ohio,867.0
1147,03/26/2020,Oklahoma,248.0
1148,03/26/2020,Oregon,327.0
1149,03/26/2020,Pennsylvania,1687.0
1150,03/26/2020,Puerto Rico,64.0
1151,03/26/2020,Rhode Island,165.0
1152,03/26/2020,South Carolina,456.0
1153,03/26/2020,South Dakota,46.0
1154,03/26/2020,Tennessee,957.0
1155,03/26/2020,Texas,1396.0
1156,03/26/2020,Utah,402.0
1157,03/26/2020,Virginia,460.0
1158,03/26/2020,Virgin Islands,17.0
1159,03/26/2020,Vermont,158.0
1160,03/26/2020,Washington,3745.0
1161,03/26/2020,Wisconsin,707.0
1162,03/26/2020,West Virginia,51.0
1163,03/26/2020,Wyoming,53.0
1164,03/27/2020,Alaska,69.0
1165,03/27/2020,Alabama,587.0
1166,03/27/2020,Arkansas,381.0
1167,03/27/2020,American Samoa,0.0
1168,03/27/2020,Arizona,736.0
1169,03/27/2020,California,3879.0
1170,03/27/2020,Colorado,1430.0
1171,03/27/2020,Connecticut,1291.0
1172,03/27/2020,District of Columbia,267.0
1173,03/27/2020,Delaware,163.0
1174,03/27/2020,Florida,2765.0
1175,03/27/2020,Georgia,2001.0
1176,03/27/2020,Guam,51.0
1177,03/27/2020,Hawaii,106.0
1178,03/27/2020,Iowa,235.0
1179,03/27/2020,Idaho,189.0
1180,03/27/2020,Illinois,3026.0
1181,03/27/2020,Indiana,981.0
1182,03/27/2020,Kansas,202.0
1183,03/27/2020,Kentucky,248.0
1184,03/27/2020,Louisiana,2746.0
1185,03/27/2020,Massachusetts,3240.0
1186,03/27/2020,Maryland,774.0
1187,03/27/2020,Maine,168.0
1188,03/27/2020,Michigan,8659.0
1189,03/27/2020,Minnesota,398.0
1190,03/27/2020,Missouri,669.0
1191,03/27/2020,Northern Mariana Islands,0.0
1192,03/27/2020,Mississippi,579.0
1193,03/27/2020,Montana,108.0
1194,03/27/2020,North Carolina,763.0
1195,03/27/2020,North Dakota,65.0
1196,03/27/2020,Nebraska,85.0
1197,03/27/2020,New Hampshire,158.0
1198,03/27/2020,New Jersey,8825.0
1199,03/27/2020,New Mexico,136.0
1200,03/27/2020,Nevada,535.0
1201,03/27/2020,New York,44635.0
1202,03/27/2020,Ohio,1137.0
1203,03/27/2020,Oklahoma,322.0
1204,03/27/2020,Oregon,414.0
1205,03/27/2020,Pennsylvania,2218.0
1206,03/27/2020,Puerto Rico,79.0
1207,03/27/2020,Rhode Island,203.0
1208,03/27/2020,South Carolina,456.0
1209,03/27/2020,South Dakota,58.0
1210,03/27/2020,Tennessee,1203.0
1211,03/27/2020,Texas,1731.0
1212,03/27/2020,Utah,480.0
1213,03/27/2020,Virginia,604.0
1214,03/27/2020,Virgin Islands,19.0
1215,03/27/2020,Vermont,184.0
1216,03/27/2020,Washington,4238.0
1217,03/27/2020,Wisconsin,842.0
1218,03/27/2020,West Virginia,76.0
1219,03/27/2020,Wyoming,70.0
1220,03/28/2020,Alaska,85.0
1221,03/28/2020,Alabama,696.0
1222,03/28/2020,Arkansas,404.0
1223,03/28/2020,American Samoa,0.0
1224,03/28/2020,Arizona,873.0
1225,03/28/2020,California,4643.0
1226,03/28/2020,Colorado,1734.0
1227,03/28/2020,Connecticut,1291.0
1228,03/28/2020,District of Columbia,304.0
1229,03/28/2020,Delaware,214.0
1230,03/28/2020,Florida,3763.0
1231,03/28/2020,Georgia,2366.0
1232,03/28/2020,Guam,55.0
1233,03/28/2020,Hawaii,120.0
1234,03/28/2020,Iowa,298.0
1235,03/28/2020,Idaho,230.0
1236,03/28/2020,Illinois,3491.0
1237,03/28/2020,Indiana,1232.0
1238,03/28/2020,Kansas,261.0
1239,03/28/2020,Kentucky,302.0
1240,03/28/2020,Louisiana,3315.0
1241,03/28/2020,Massachusetts,4257.0
1242,03/28/2020,Maryland,992.0
1243,03/28/2020,Maine,211.0
1244,03/28/2020,Michigan,9287.0
1245,03/28/2020,Minnesota,441.0
1246,03/28/2020,Missouri,838.0
1247,03/28/2020,Northern Mariana Islands,2.0
1248,03/28/2020,Mississippi,663.0
1249,03/28/2020,Montana,129.0
1250,03/28/2020,North Carolina,935.0
1251,03/28/2020,North Dakota,83.0
1252,03/28/2020,Nebraska,96.0
1253,03/28/2020,New Hampshire,187.0
1254,03/28/2020,New Jersey,11124.0
1255,03/28/2020,New Mexico,191.0
1256,03/28/2020,Nevada,621.0
1257,03/28/2020,New York,52318.0
1258,03/28/2020,Ohio,1406.0
1259,03/28/2020,Oklahoma,377.0
1260,03/28/2020,Oregon,479.0
1261,03/28/2020,Pennsylvania,2751.0
1262,03/28/2020,Puerto Rico,100.0
1263,03/28/2020,Rhode Island,239.0
1264,03/28/2020,South Carolina,539.0
1265,03/28/2020,South Dakota,68.0
1266,03/28/2020,Tennessee,1373.0
1267,03/28/2020,Texas,2052.0
1268,03/28/2020,Utah,602.0
1269,03/28/2020,Virginia,739.0
1270,03/28/2020,Virgin Islands,22.0
1271,03/28/2020,Vermont,211.0
1272,03/28/2020,Washington,4707.0
1273,03/28/2020,Wisconsin,989.0
1274,03/28/2020,West Virginia,96.0
1275,03/28/2020,Wyoming,82.0
1276,03/29/2020,Alaska,102.0
1277,03/29/2020,Alabama,806.0
1278,03/29/2020,Arkansas,426.0
1279,03/29/2020,American Samoa,0.0
1280,03/29/2020,Arizona,919.0
1281,03/29/2020,California,5708.0
1282,03/29/2020,Colorado,2061.0
1283,03/29/2020,Connecticut,1993.0
1284,03/29/2020,District of Columbia,342.0
1285,03/29/2020,Delaware,232.0
1286,03/29/2020,Florida,4246.0
1287,03/29/2020,Georgia,2651.0
1288,03/29/2020,Guam,56.0
1289,03/29/2020,Hawaii,151.0
1290,03/29/2020,Iowa,336.0
1291,03/29/2020,Idaho,261.0
1292,03/29/2020,Illinois,4596.0
1293,03/29/2020,Indiana,1514.0
1294,03/29/2020,Kansas,319.0
1295,03/29/2020,Kentucky,394.0
1296,03/29/2020,Louisiana,3540.0
1297,03/29/2020,Massachusetts,4955.0
1298,03/29/2020,Maryland,1239.0
1299,03/29/2020,Maine,253.0
1300,03/29/2020,Michigan,10010.0
1301,03/29/2020,Minnesota,503.0
1302,03/29/2020,Missouri,838.0
1303,03/29/2020,Northern Mariana Islands,2.0
1304,03/29/2020,Mississippi,758.0
1305,03/29/2020,Montana,154.0
1306,03/29/2020,North Carolina,1040.0
1307,03/29/2020,North Dakota,98.0
1308,03/29/2020,Nebraska,108.0
1309,03/29/2020,New Hampshire,214.0
1310,03/29/2020,New Jersey,13386.0
1311,03/29/2020,New Mexico,237.0
1312,03/29/2020,Nevada,738.0
1313,03/29/2020,New York,59513.0
1314,03/29/2020,Ohio,1653.0
1315,03/29/2020,Oklahoma,429.0
1316,03/29/2020,Oregon,548.0
1317,03/29/2020,Pennsylvania,3394.0
1318,03/29/2020,Puerto Rico,127.0
1319,03/29/2020,Rhode Island,294.0
1320,03/29/2020,South Carolina,774.0
1321,03/29/2020,South Dakota,90.0
1322,03/29/2020,Tennessee,1537.0
1323,03/29/2020,Texas,2552.0
1324,03/29/2020,Utah,719.0
1325,03/29/2020,Virginia,890.0
1326,03/29/2020,Virgin Islands,23.0
1327,03/29/2020,Vermont,235.0
1328,03/29/2020,Washington,5102.0
1329,03/29/2020,Wisconsin,1112.0
1330,03/29/2020,West Virginia,113.0
1331,03/29/2020,Wyoming,86.0
1332,03/30/2020,Alaska,114.0
1333,03/30/2020,Alabama,859.0
1334,03/30/2020,Arkansas,473.0
1335,03/30/2020,American Samoa,0.0
1336,03/30/2020,Arizona,1157.0
1337,03/30/2020,California,6447.0
1338,03/30/2020,Colorado,2627.0
1339,03/30/2020,Connecticut,2571.0
1340,03/30/2020,District of Columbia,401.0
1341,03/30/2020,Delaware,264.0
1342,03/30/2020,Florida,5473.0
1343,03/30/2020,Georgia,2809.0
1344,03/30/2020,Guam,58.0
1345,03/30/2020,Hawaii,175.0
1346,03/30/2020,Iowa,424.0
1347,03/30/2020,Idaho,310.0
1348,03/30/2020,Illinois,5057.0
1349,03/30/2020,Indiana,1786.0
1350,03/30/2020,Kansas,368.0
1351,03/30/2020,Kentucky,439.0
1352,03/30/2020,Louisiana,4025.0
1353,03/30/2020,Massachusetts,5752.0
1354,03/30/2020,Maryland,1413.0
1355,03/30/2020,Maine,275.0
1356,03/30/2020,Michigan,10901.0
1357,03/30/2020,Minnesota,576.0
1358,03/30/2020,Missouri,1031.0
1359,03/30/2020,Northern Mariana Islands,2.0
1360,03/30/2020,Mississippi,847.0
1361,03/30/2020,Montana,171.0
1362,03/30/2020,North Carolina,1307.0
1363,03/30/2020,North Dakota,109.0
1364,03/30/2020,Nebraska,145.0
1365,03/30/2020,New Hampshire,314.0
1366,03/30/2020,New Jersey,16636.0
1367,03/30/2020,New Mexico,237.0
1368,03/30/2020,Nevada,1008.0
1369,03/30/2020,New York,66497.0
1370,03/30/2020,Ohio,1933.0
1371,03/30/2020,Oklahoma,481.0
1372,03/30/2020,Oregon,606.0
1373,03/30/2020,Pennsylvania,4087.0
1374,03/30/2020,Puerto Rico,174.0
1375,03/30/2020,Rhode Island,402.0
1376,03/30/2020,South Carolina,925.0
1377,03/30/2020,South Dakota,101.0
1378,03/30/2020,Tennessee,1834.0
1379,03/30/2020,Texas,2877.0
1380,03/30/2020,Utah,806.0
1381,03/30/2020,Virginia,1020.0
1382,03/30/2020,Virgin Islands,30.0
1383,03/30/2020,Vermont,256.0
1384,03/30/2020,Washington,5566.0
1385,03/30/2020,Wisconsin,1221.0
1386,03/30/2020,West Virginia,126.0
1387,03/30/2020,Wyoming,94.0
1388,03/31/2020,Alaska,119.0
1389,03/31/2020,Alabama,981.0
1390,03/31/2020,Arkansas,523.0
1391,03/31/2020,American Samoa,0.0
1392,03/31/2020,Arizona,1289.0
1393,03/31/2020,California,7482.0
1394,03/31/2020,Colorado,2627.0
1395,03/31/2020,Connecticut,3128.0
1396,03/31/2020,District of Columbia,495.0
1397,03/31/2020,Delaware,319.0
1398,03/31/2020,Florida,6338.0
1399,03/31/2020,Georgia,3929.0
1400,03/31/2020,Guam,69.0
1401,03/31/2020,Hawaii,204.0
1402,03/31/2020,Iowa,497.0
1403,03/31/2020,Idaho,415.0
1404,03/31/2020,Illinois,5994.0
1405,03/31/2020,Indiana,2159.0
1406,03/31/2020,Kansas,428.0
1407,03/31/2020,Kentucky,480.0
1408,03/31/2020,Louisiana,5237.0
1409,03/31/2020,Massachusetts,6620.0
1410,03/31/2020,Maryland,1660.0
1411,03/31/2020,Maine,303.0
1412,03/31/2020,Michigan,11875.0
1413,03/31/2020,Minnesota,629.0
1414,03/31/2020,Missouri,1327.0
1415,03/31/2020,Northern Mariana Islands,2.0
1416,03/31/2020,Mississippi,937.0
1417,03/31/2020,Montana,184.0
1418,03/31/2020,North Carolina,1498.0
1419,03/31/2020,North Dakota,126.0
1420,03/31/2020,Nebraska,172.0
1421,03/31/2020,New Hampshire,314.0
1422,03/31/2020,New Jersey,18696.0
1423,03/31/2020,New Mexico,281.0
1424,03/31/2020,Nevada,1113.0
1425,03/31/2020,New York,75795.0
1426,03/31/2020,Ohio,2199.0
1427,03/31/2020,Oklahoma,565.0
1428,03/31/2020,Oregon,690.0
1429,03/31/2020,Pennsylvania,4843.0
1430,03/31/2020,Puerto Rico,239.0
1431,03/31/2020,Rhode Island,489.0
1432,03/31/2020,South Carolina,1083.0
1433,03/31/2020,South Dakota,108.0
1434,03/31/2020,Tennessee,2239.0
1435,03/31/2020,Texas,3266.0
1436,03/31/2020,Utah,887.0
1437,03/31/2020,Virginia,1250.0
1438,03/31/2020,Virgin Islands,30.0
1439,03/31/2020,Vermont,293.0
1440,03/31/2020,Washington,6030.0
1441,03/31/2020,Wisconsin,1351.0
1442,03/31/2020,West Virginia,162.0
1443,03/31/2020,Wyoming,109.0
1444,04/01/2020,Alaska,133.0
1445,04/01/2020,Alabama,1077.0
1446,04/01/2020,Arkansas,584.0
1447,04/01/2020,American Samoa,0.0
1448,04/01/2020,Arizona,1413.0
1449,04/01/2020,California,8155.0
1450,04/01/2020,Colorado,2966.0
1451,04/01/2020,Connecticut,3557.0
1452,04/01/2020,District of Columbia,586.0
1453,04/01/2020,Delaware,368.0
1454,04/01/2020,Florida,6955.0
1455,04/01/2020,Georgia,4638.0
1456,04/01/2020,Guam,77.0
1457,04/01/2020,Hawaii,208.0
1458,04/01/2020,Iowa,549.0
1459,04/01/2020,Idaho,525.0
1460,04/01/2020,Illinois,6980.0
1461,04/01/2020,Indiana,2565.0
1462,04/01/2020,Kansas,482.0
1463,04/01/2020,Kentucky,591.0
1464,04/01/2020,Louisiana,6424.0
1465,04/01/2020,Massachusetts,7738.0
1466,04/01/2020,Maryland,1985.0
1467,04/01/2020,Maine,344.0
1468,04/01/2020,Michigan,12888.0
1469,04/01/2020,Minnesota,689.0
1470,04/01/2020,Missouri,1581.0
1471,04/01/2020,Northern Mariana Islands,6.0
1472,04/01/2020,Mississippi,1073.0
