,date,state,positive
1012,20200329,AZ,919.0
1013,20200329,CA,5708.0
1014,20200329,CO,2061.0
1015,20200329,CT,1993.0
1016,20200329,DC,342.0
1017,20200329,DE,232.0
1018,20200329,FL,4246.0
1019,20200329,GA,2651.0
1020,20200329,GU,56.0
1021,20200329,HI,151.0
1022,20200329,IA,336.0
1023,20200329,ID,261.0
1024,20200329,IL,4596.0
1025,20200329,IN,1514.0
1026,20200329,KS,319.0
1027,20200329,KY,394.0
1028,20200329,LA,3540.0
1029,20200329,MA,4955.0
1030,20200329,MD,1239.0
1031,20200329,ME,253.0
1032,20200329,MI,10010.0
1033,20200329,MN,503.0
1034,20200329,MO,838.0
1035,20200329,MP,2.0
1036,20200329,MS,758.0
1037,20200329,MT,154.0
1038,20200329,NC,1040.0
1039,20200329,ND,98.0
1040,20200329,NE,108.0
1041,20200329,NH,214.0
1042,20200329,NJ,13386.0
1043,20200329,NM,237.0
1044,20200329,NV,738.0
1045,20200329,NY,59513.0
1046,20200329,OH,1653.0
1047,20200329,OK,429.0
1048,20200329,OR,548.0
1049,20200329,PA,3394.0
1050,20200329,PR,127.0
1051,20200329,RI,294.0
1052,20200329,SC,774.0
1053,20200329,SD,90.0
1054,20200329,TN,1537.0
1055,20200329,TX,2552.0
1056,20200329,UT,719.0
1057,20200329,VA,890.0
1058,20200329,VI,23.0
1059,20200329,VT,235.0
1060,20200329,WA,5102.0
1061,20200329,WI,1112.0
1062,20200329,WV,113.0
1063,20200329,WY,86.0
1064,20200328,AK,85.0
1065,20200328,AL,696.0
1066,20200328,AR,404.0
1067,20200328,AS,
1068,20200328,AZ,873.0
1069,20200328,CA,4643.0
1070,20200328,CO,1734.0
1071,20200328,CT,1291.0
1072,20200328,DC,304.0
1073,20200328,DE,214.0
1074,20200328,FL,3763.0
1075,20200328,GA,2366.0
1076,20200328,GU,55.0
1077,20200328,HI,120.0
1078,20200328,IA,298.0
1079,20200328,ID,230.0
1080,20200328,IL,3491.0
1081,20200328,IN,1232.0
1082,20200328,KS,261.0
1083,20200328,KY,302.0
1084,20200328,LA,3315.0
1085,20200328,MA,4257.0
1086,20200328,MD,992.0
1087,20200328,ME,211.0
1088,20200328,MI,9287.0
1089,20200328,MN,441.0
1090,20200328,MO,838.0
1091,20200328,MP,2.0
1092,20200328,MS,663.0
1093,20200328,MT,129.0
1094,20200328,NC,935.0
1095,20200328,ND,83.0
1096,20200328,NE,96.0
1097,20200328,NH,187.0
1098,20200328,NJ,11124.0
1099,20200328,NM,191.0
1100,20200328,NV,621.0
1101,20200328,NY,52318.0
1102,20200328,OH,1406.0
1103,20200328,OK,377.0
1104,20200328,OR,479.0
1105,20200328,PA,2751.0
1106,20200328,PR,100.0
1107,20200328,RI,239.0
1108,20200328,SC,539.0
1109,20200328,SD,68.0
1110,20200328,TN,1373.0
1111,20200328,TX,2052.0
1112,20200328,UT,602.0
1113,20200328,VA,739.0
1114,20200328,VI,22.0
1115,20200328,VT,211.0
1116,20200328,WA,4707.0
1117,20200328,WI,989.0
1118,20200328,WV,96.0
1119,20200328,WY,82.0
1120,20200327,AK,69.0
1121,20200327,AL,587.0
1122,20200327,AR,381.0
1123,20200327,AS,
1124,20200327,AZ,736.0
1125,20200327,CA,3879.0
1126,20200327,CO,1430.0
1127,20200327,CT,1291.0
1128,20200327,DC,267.0
1129,20200327,DE,163.0
1130,20200327,FL,2765.0
1131,20200327,GA,2001.0
1132,20200327,GU,51.0
1133,20200327,HI,106.0
1134,20200327,IA,235.0
1135,20200327,ID,189.0
1136,20200327,IL,3026.0
1137,20200327,IN,981.0
1138,20200327,KS,202.0
1139,20200327,KY,248.0
1140,20200327,LA,2746.0
1141,20200327,MA,3240.0
1142,20200327,MD,774.0
1143,20200327,ME,168.0
1144,20200327,MI,8659.0
1145,20200327,MN,398.0
1146,20200327,MO,669.0
1147,20200327,MP,0.0
1148,20200327,MS,579.0
1149,20200327,MT,108.0
1150,20200327,NC,763.0
1151,20200327,ND,65.0
1152,20200327,NE,85.0
1153,20200327,NH,158.0
1154,20200327,NJ,8825.0
1155,20200327,NM,136.0
1156,20200327,NV,535.0
1157,20200327,NY,44635.0
1158,20200327,OH,1137.0
1159,20200327,OK,322.0
1160,20200327,OR,414.0
1161,20200327,PA,2218.0
1162,20200327,PR,79.0
1163,20200327,RI,203.0
1164,20200327,SC,456.0
1165,20200327,SD,58.0
1166,20200327,TN,1203.0
1167,20200327,TX,1731.0
1168,20200327,UT,480.0
1169,20200327,VA,604.0
1170,20200327,VI,19.0
1171,20200327,VT,184.0
1172,20200327,WA,4238.0
1173,20200327,WI,842.0
1174,20200327,WV,76.0
1175,20200327,WY,70.0
1176,20200326,AK,59.0
1177,20200326,AL,506.0
1178,20200326,AR,335.0
1179,20200326,AS,
1180,20200326,AZ,577.0
1181,20200326,CA,3006.0
1182,20200326,CO,1086.0
1183,20200326,CT,1012.0
1184,20200326,DC,231.0
1185,20200326,DE,130.0
1186,20200326,FL,2355.0
1187,20200326,GA,1525.0
1188,20200326,GU,45.0
1189,20200326,HI,95.0
1190,20200326,IA,179.0
1191,20200326,ID,123.0
1192,20200326,IL,2538.0
1193,20200326,IN,645.0
1194,20200326,KS,168.0
1195,20200326,KY,198.0
1196,20200326,LA,2305.0
1197,20200326,MA,2417.0
1198,20200326,MD,580.0
1199,20200326,ME,155.0
1200,20200326,MI,7767.0
1201,20200326,MN,346.0
1202,20200326,MO,502.0
1203,20200326,MP,0.0
1204,20200326,MS,485.0
1205,20200326,MT,71.0
1206,20200326,NC,636.0
1207,20200326,ND,52.0
1208,20200326,NE,73.0
1209,20200326,NH,137.0
1210,20200326,NJ,6876.0
1211,20200326,NM,112.0
1212,20200326,NV,420.0
1213,20200326,NY,37258.0
1214,20200326,OH,867.0
1215,20200326,OK,248.0
1216,20200326,OR,327.0
1217,20200326,PA,1687.0
1218,20200326,PR,64.0
1219,20200326,RI,165.0
1220,20200326,SC,456.0
1221,20200326,SD,46.0
1222,20200326,TN,957.0
1223,20200326,TX,1396.0
1224,20200326,UT,402.0
1225,20200326,VA,460.0
1226,20200326,VI,17.0
1227,20200326,VT,158.0
1228,20200326,WA,3745.0
1229,20200326,WI,707.0
1230,20200326,WV,51.0
1231,20200326,WY,53.0
1232,20200325,AK,42.0
1233,20200325,AL,283.0
1234,20200325,AR,280.0
1235,20200325,AS,
1236,20200325,AZ,450.0
1237,20200325,CA,2355.0
1238,20200325,CO,912.0
1239,20200325,CT,875.0
1240,20200325,DC,183.0
1241,20200325,DE,115.0
1242,20200325,FL,1682.0
1243,20200325,GA,1247.0
1244,20200325,GU,37.0
1245,20200325,HI,90.0
1246,20200325,IA,145.0
1247,20200325,ID,73.0
1248,20200325,IL,1865.0
1249,20200325,IN,477.0
1250,20200325,KS,126.0
1251,20200325,KY,157.0
1252,20200325,LA,1795.0
1253,20200325,MA,1838.0
1254,20200325,MD,423.0
1255,20200325,ME,149.0
1256,20200325,MI,7060.0
1257,20200325,MN,287.0
1258,20200325,MO,356.0
1259,20200325,MP,0.0
1260,20200325,MS,377.0
1261,20200325,MT,53.0
1262,20200325,NC,504.0
1263,20200325,ND,39.0
1264,20200325,NE,61.0
1265,20200325,NH,108.0
1266,20200325,NJ,4402.0
1267,20200325,NM,100.0
1268,20200325,NV,321.0
1269,20200325,NY,30811.0
1270,20200325,OH,704.0
1271,20200325,OK,164.0
1272,20200325,OR,209.0
1273,20200325,PA,1127.0
1274,20200325,PR,51.0
1275,20200325,RI,132.0
1276,20200325,SC,424.0
1277,20200325,SD,41.0
1278,20200325,TN,784.0
1279,20200325,TX,974.0
1280,20200325,UT,346.0
1281,20200325,VA,391.0
1282,20200325,VI,17.0
1283,20200325,VT,123.0
1284,20200325,WA,3275.0
1285,20200325,WI,585.0
1286,20200325,WV,39.0
1287,20200325,WY,44.0
1288,20200324,AK,36.0
1289,20200324,AL,215.0
1290,20200324,AR,218.0
1291,20200324,AS,
1292,20200324,AZ,357.0
1293,20200324,CA,2102.0
1294,20200324,CO,720.0
1295,20200324,CT,618.0
1296,20200324,DC,137.0
1297,20200324,DE,91.0
1298,20200324,FL,1412.0
1299,20200324,GA,1026.0
1300,20200324,GU,32.0
1301,20200324,HI,77.0
1302,20200324,IA,124.0
1303,20200324,ID,50.0
1304,20200324,IL,1535.0
1305,20200324,IN,365.0
1306,20200324,KS,98.0
1307,20200324,KY,124.0
1308,20200324,LA,1388.0
1309,20200324,MA,1159.0
1310,20200324,MD,349.0
1311,20200324,ME,125.0
1312,20200324,MI,6441.0
1313,20200324,MN,262.0
1314,20200324,MO,183.0
1315,20200324,MP,0.0
1316,20200324,MS,320.0
1317,20200324,MT,46.0
1318,20200324,NC,398.0
1319,20200324,ND,34.0
1320,20200324,NE,52.0
1321,20200324,NH,101.0
1322,20200324,NJ,3675.0
1323,20200324,NM,83.0
1324,20200324,NV,278.0
1325,20200324,NY,25665.0
1326,20200324,OH,564.0
1327,20200324,OK,106.0
1328,20200324,OR,209.0
1329,20200324,PA,851.0
1330,20200324,PR,39.0
1331,20200324,RI,124.0
1332,20200324,SC,298.0
1333,20200324,SD,30.0
1334,20200324,TN,667.0
1335,20200324,TX,410.0
1336,20200324,UT,299.0
1337,20200324,VA,290.0
1338,20200324,VI,17.0
1339,20200324,VT,95.0
1340,20200324,WA,2823.0
1341,20200324,WI,457.0
1342,20200324,WV,20.0
1343,20200324,WY,29.0
1344,20200323,AK,22.0
1345,20200323,AL,167.0
1346,20200323,AR,174.0
1347,20200323,AS,
1348,20200323,AZ,265.0
1349,20200323,CA,1733.0
1350,20200323,CO,591.0
1351,20200323,CT,415.0
1352,20200323,DC,116.0
1353,20200323,DE,68.0
1354,20200323,FL,1171.0
1355,20200323,GA,772.0
1356,20200323,GU,29.0
1357,20200323,HI,56.0
1358,20200323,IA,105.0
1359,20200323,ID,47.0
1360,20200323,IL,1273.0
1361,20200323,IN,259.0
1362,20200323,KS,82.0
1363,20200323,KY,104.0
1364,20200323,LA,1172.0
1365,20200323,MA,777.0
1366,20200323,MD,288.0
1367,20200323,ME,107.0
1368,20200323,MI,5789.0
1369,20200323,MN,235.0
1370,20200323,MO,183.0
1371,20200323,MP,0.0
1372,20200323,MS,249.0
1373,20200323,MT,34.0
1374,20200323,NC,297.0
1375,20200323,ND,30.0
1376,20200323,NE,50.0
1377,20200323,NH,78.0
1378,20200323,NJ,2844.0
1379,20200323,NM,65.0
1380,20200323,NV,245.0
1381,20200323,NY,20875.0
1382,20200323,OH,442.0
1383,20200323,OK,81.0
1384,20200323,OR,191.0
1385,20200323,PA,644.0
1386,20200323,PR,31.0
1387,20200323,RI,106.0
1388,20200323,SC,298.0
1389,20200323,SD,28.0
1390,20200323,TN,615.0
1391,20200323,TX,352.0
1392,20200323,UT,257.0
1393,20200323,VA,254.0
1394,20200323,VI,17.0
1395,20200323,VT,75.0
1396,20200323,WA,2450.0
1397,20200323,WI,416.0
1398,20200323,WV,16.0
1399,20200323,WY,26.0
1400,20200322,AK,22.0
1401,20200322,AL,138.0
1402,20200322,AR,165.0
1403,20200322,AS,
1404,20200322,AZ,152.0
1405,20200322,CA,1536.0
1406,20200322,CO,475.0
1407,20200322,CT,223.0
1408,20200322,DC,98.0
1409,20200322,DE,56.0
1410,20200322,FL,830.0
1411,20200322,GA,600.0
1412,20200322,GU,27.0
1413,20200322,HI,48.0
1414,20200322,IA,90.0
1415,20200322,ID,42.0
1416,20200322,IL,1049.0
1417,20200322,IN,201.0
1418,20200322,KS,64.0
1419,20200322,KY,99.0
1420,20200322,LA,837.0
1421,20200322,MA,646.0
1422,20200322,MD,244.0
1423,20200322,ME,89.0
1424,20200322,MI,5098.0
1425,20200322,MN,169.0
1426,20200322,MO,90.0
1427,20200322,MP,0.0
1428,20200322,MS,207.0
1429,20200322,MT,31.0
1430,20200322,NC,255.0
1431,20200322,ND,28.0
1432,20200322,NE,48.0
1433,20200322,NH,65.0
1434,20200322,NJ,1914.0
1435,20200322,NM,57.0
1436,20200322,NV,190.0
1437,20200322,NY,15168.0
1438,20200322,OH,351.0
1439,20200322,OK,67.0
1440,20200322,OR,161.0
1441,20200322,PA,479.0
1442,20200322,PR,23.0
1443,20200322,RI,83.0
1444,20200322,SC,195.0
1445,20200322,SD,21.0
1446,20200322,TN,505.0
1447,20200322,TX,334.0
1448,20200322,UT,181.0
1449,20200322,VA,219.0
1450,20200322,VI,6.0
1451,20200322,VT,52.0
1452,20200322,WA,2242.0
1453,20200322,WI,385.0
1454,20200322,WV,12.0
1455,20200322,WY,24.0
1456,20200321,AK,14.0
1457,20200321,AL,124.0
1458,20200321,AR,118.0
1459,20200321,AS,
1460,20200321,AZ,104.0
1461,20200321,CA,1279.0
1462,20200321,CO,363.0
1463,20200321,CT,194.0
1464,20200321,DC,77.0
1465,20200321,DE,45.0
1466,20200321,FL,658.0
1467,20200321,GA,507.0
1468,20200321,GU,15.0
1469,20200321,HI,37.0
1470,20200321,IA,68.0
1471,20200321,ID,31.0
1472,20200321,IL,753.0
1473,20200321,IN,126.0
1474,20200321,KS,55.0
1475,20200321,KY,54.0
1476,20200321,LA,585.0
1477,20200321,MA,525.0
1478,20200321,MD,190.0
1479,20200321,ME,73.0
1480,20200321,MI,4543.0
1481,20200321,MN,138.0
1482,20200321,MO,73.0
1483,20200321,MP,0.0
1484,20200321,MS,140.0
1485,20200321,MT,20.0
1486,20200321,NC,184.0
1487,20200321,ND,28.0
1488,20200321,NE,38.0
1489,20200321,NH,55.0
1490,20200321,NJ,1327.0
1491,20200321,NM,57.0
1492,20200321,NV,124.0
1493,20200321,NY,10356.0
1494,20200321,OH,247.0
1495,20200321,OK,53.0
1496,20200321,OR,114.0
1497,20200321,PA,371.0
1498,20200321,PR,21.0
1499,20200321,RI,66.0
1500,20200321,SC,152.0
1501,20200321,SD,14.0
1502,20200321,TN,371.0
1503,20200321,TX,304.0
1504,20200321,UT,136.0
1505,20200321,VA,152.0
1506,20200321,VI,6.0
1507,20200321,VT,29.0
1508,20200321,WA,2006.0
1509,20200321,WI,281.0
1510,20200321,WV,11.0
1511,20200321,WY,23.0
1512,20200320,AK,12.0
1513,20200320,AL,81.0
1514,20200320,AR,96.0
1515,20200320,AS,
1516,20200320,AZ,65.0
1517,20200320,CA,1063.0
1518,20200320,CO,277.0
1519,20200320,CT,194.0
1520,20200320,DC,71.0
1521,20200320,DE,38.0
1522,20200320,FL,520.0
1523,20200320,GA,420.0
1524,20200320,GU,14.0
1525,20200320,HI,26.0
1526,20200320,IA,45.0
1527,20200320,ID,23.0
1528,20200320,IL,585.0
1529,20200320,IN,79.0
1530,20200320,KS,44.0
1531,20200320,KY,47.0
1532,20200320,LA,479.0
1533,20200320,MA,413.0
1534,20200320,MD,149.0
1535,20200320,ME,57.0
1536,20200320,MI,4027.0
1537,20200320,MN,115.0
1538,20200320,MO,47.0
1539,20200320,MP,0.0
1540,20200320,MS,80.0
1541,20200320,MT,16.0
1542,20200320,NC,137.0
1543,20200320,ND,20.0
1544,20200320,NE,32.0
1545,20200320,NH,44.0
1546,20200320,NJ,890.0
1547,20200320,NM,43.0
1548,20200320,NV,109.0
1549,20200320,NY,7102.0
1550,20200320,OH,169.0
1551,20200320,OK,49.0
1552,20200320,OR,114.0
1553,20200320,PA,268.0
1554,20200320,PR,14.0
1555,20200320,RI,54.0
1556,20200320,SC,81.0
1557,20200320,SD,14.0
1558,20200320,TN,228.0
1559,20200320,TX,194.0
1560,20200320,UT,112.0
1561,20200320,VA,114.0
1562,20200320,VI,3.0
1563,20200320,VT,29.0
1564,20200320,WA,1773.0
1565,20200320,WI,206.0
1566,20200320,WV,7.0
1567,20200320,WY,19.0
1568,20200319,AK,6.0
1569,20200319,AL,68.0
1570,20200319,AR,46.0
1571,20200319,AS,
1572,20200319,AZ,44.0
1573,20200319,CA,924.0
1574,20200319,CO,216.0
1575,20200319,CT,96.0
1576,20200319,DC,39.0
1577,20200319,DE,30.0
1578,20200319,FL,390.0
1579,20200319,GA,287.0
1580,20200319,GU,12.0
1581,20200319,HI,16.0
1582,20200319,IA,38.0
1583,20200319,ID,11.0
1584,20200319,IL,422.0
1585,20200319,IN,56.0
1586,20200319,KS,34.0
1587,20200319,KY,35.0
1588,20200319,LA,347.0
1589,20200319,MA,328.0
1590,20200319,MD,107.0
1591,20200319,ME,53.0
1592,20200319,MI,3392.0
1593,20200319,MN,89.0
1594,20200319,MO,24.0
1595,20200319,MP,0.0
1596,20200319,MS,50.0
1597,20200319,MT,12.0
1598,20200319,NC,97.0
1599,20200319,ND,15.0
1600,20200319,NE,27.0
1601,20200319,NH,39.0
1602,20200319,NJ,742.0
1603,20200319,NM,35.0
1604,20200319,NV,95.0
1605,20200319,NY,4152.0
1606,20200319,OH,119.0
1607,20200319,OK,44.0
1608,20200319,OR,88.0
1609,20200319,PA,185.0
1610,20200319,PR,5.0
1611,20200319,RI,44.0
1612,20200319,SC,60.0
1613,20200319,SD,11.0
1614,20200319,TN,154.0
1615,20200319,TX,143.0
1616,20200319,UT,78.0
1617,20200319,VA,94.0
1618,20200319,VI,3.0
1619,20200319,VT,22.0
1620,20200319,WA,1535.0
1621,20200319,WI,155.0
1622,20200319,WV,2.0
1623,20200319,WY,18.0
1624,20200318,AK,6.0
1625,20200318,AL,46.0
1626,20200318,AR,33.0
1627,20200318,AS,
1628,20200318,AZ,28.0
1629,20200318,CA,611.0
1630,20200318,CO,183.0
1631,20200318,CT,68.0
1632,20200318,DC,31.0
1633,20200318,DE,25.0
1634,20200318,FL,314.0
1635,20200318,GA,197.0
1636,20200318,GU,8.0
1637,20200318,HI,14.0
1638,20200318,IA,29.0
1639,20200318,ID,9.0
1640,20200318,IL,288.0
1641,20200318,IN,39.0
1642,20200318,KS,16.0
1643,20200318,KY,26.0
1644,20200318,LA,240.0
1645,20200318,MA,256.0
1646,20200318,MD,85.0
1647,20200318,ME,43.0
1648,20200318,MI,2913.0
1649,20200318,MN,77.0
1650,20200318,MO,13.0
1651,20200318,MP,0.0
1652,20200318,MS,34.0
1653,20200318,MT,10.0
1654,20200318,NC,63.0
1655,20200318,ND,6.0
1656,20200318,NE,24.0
1657,20200318,NH,26.0
1658,20200318,NJ,427.0
1659,20200318,NM,28.0
1660,20200318,NV,55.0
1661,20200318,NY,2382.0
1662,20200318,OH,88.0
1663,20200318,OK,29.0
1664,20200318,OR,75.0
1665,20200318,PA,133.0
1666,20200318,PR,5.0
1667,20200318,RI,33.0
1668,20200318,SC,60.0
1669,20200318,SD,11.0
1670,20200318,TN,98.0
1671,20200318,TX,83.0
1672,20200318,UT,63.0
1673,20200318,VA,77.0
1674,20200318,VI,2.0
1675,20200318,VT,19.0
1676,20200318,WA,1388.0
1677,20200318,WI,106.0
1678,20200318,WV,1.0
1679,20200318,WY,15.0
1680,20200317,AK,3.0
1681,20200317,AL,36.0
1682,20200317,AR,22.0
1683,20200317,AS,
1684,20200317,AZ,20.0
1685,20200317,CA,483.0
1686,20200317,CO,160.0
1687,20200317,CT,41.0
1688,20200317,DC,22.0
1689,20200317,DE,16.0
1690,20200317,FL,186.0
1691,20200317,GA,146.0
1692,20200317,GU,5.0
1693,20200317,HI,10.0
1694,20200317,IA,23.0
1695,20200317,ID,7.0
1696,20200317,IL,159.0
1697,20200317,IN,30.0
1698,20200317,KS,15.0
1699,20200317,KY,22.0
1700,20200317,LA,171.0
1701,20200317,MA,218.0
1702,20200317,MD,57.0
1703,20200317,ME,32.0
1704,20200317,MI,2393.0
1705,20200317,MN,60.0
1706,20200317,MO,8.0
1707,20200317,MP,0.0
1708,20200317,MS,21.0
1709,20200317,MT,8.0
1710,20200317,NC,40.0
1711,20200317,ND,3.0
1712,20200317,NE,21.0
1713,20200317,NH,17.0
1714,20200317,NJ,267.0
1715,20200317,NM,23.0
1716,20200317,NV,55.0
1717,20200317,NY,1700.0
1718,20200317,OH,67.0
1719,20200317,OK,17.0
1720,20200317,OR,47.0
1721,20200317,PA,96.0
1722,20200317,PR,5.0
1723,20200317,RI,23.0
1724,20200317,SC,33.0
1725,20200317,SD,11.0
1726,20200317,TN,73.0
1727,20200317,TX,64.0
1728,20200317,UT,51.0
1729,20200317,VA,67.0
1730,20200317,VI,2.0
1731,20200317,VT,10.0
1732,20200317,WA,1218.0
1733,20200317,WI,72.0
1734,20200317,WV,0.0
1735,20200317,WY,10.0
1736,20200316,AK,1.0
1737,20200316,AL,28.0
1738,20200316,AR,22.0
1739,20200316,AS,
1740,20200316,AZ,18.0
1741,20200316,CA,335.0
1742,20200316,CO,131.0
1743,20200316,CT,26.0
1744,20200316,DC,17.0
1745,20200316,DE,8.0
1746,20200316,FL,141.0
1747,20200316,GA,121.0
1748,20200316,GU,3.0
1749,20200316,HI,7.0
1750,20200316,IA,22.0
1751,20200316,ID,5.0
1752,20200316,IL,93.0
1753,20200316,IN,24.0
1754,20200316,KS,11.0
1755,20200316,KY,21.0
1756,20200316,LA,114.0
1757,20200316,MA,164.0
1758,20200316,MD,37.0
1759,20200316,ME,17.0
1760,20200316,MI,1933.0
1761,20200316,MN,54.0
1762,20200316,MO,6.0
1763,20200316,MP,0.0
1764,20200316,MS,12.0
1765,20200316,MT,7.0
1766,20200316,NC,33.0
1767,20200316,ND,1.0
1768,20200316,NE,18.0
1769,20200316,NH,13.0
1770,20200316,NJ,178.0
1771,20200316,NM,17.0
1772,20200316,NV,45.0
1773,20200316,NY,950.0
1774,20200316,OH,50.0
1775,20200316,OK,10.0
1776,20200316,OR,39.0
1777,20200316,PA,76.0
1778,20200316,PR,5.0
1779,20200316,RI,21.0
1780,20200316,SC,28.0
1781,20200316,SD,10.0
1782,20200316,TN,52.0
1783,20200316,TX,57.0
1784,20200316,UT,39.0
1785,20200316,VA,51.0
1786,20200316,VI,1.0
1787,20200316,VT,8.0
1788,20200316,WA,1052.0
1789,20200316,WI,47.0
1790,20200316,WV,0.0
1791,20200316,WY,3.0
1792,20200315,AK,1.0
1793,20200315,AL,12.0
1794,20200315,AR,16.0
1795,20200315,AZ,12.0
1796,20200315,CA,293.0
1797,20200315,CO,131.0
1798,20200315,CT,20.0
1799,20200315,DC,16.0
1800,20200315,DE,6.0
1801,20200315,FL,116.0
1802,20200315,GA,99.0
1803,20200315,HI,2.0
1804,20200315,IA,18.0
1805,20200315,ID,5.0
1806,20200315,IL,64.0
1807,20200315,IN,19.0
1808,20200315,KS,8.0
1809,20200315,KY,16.0
1810,20200315,LA,91.0
1811,20200315,MA,138.0
1812,20200315,MD,31.0
1813,20200315,ME,3.0
1814,20200315,MI,1480.0
1815,20200315,MN,35.0
1816,20200315,MO,5.0
1817,20200315,MS,10.0
1818,20200315,MT,7.0
1819,20200315,NC,32.0
1820,20200315,ND,1.0
1821,20200315,NE,17.0
1822,20200315,NH,13.0
1823,20200315,NJ,98.0
1824,20200315,NM,13.0
1825,20200315,NV,21.0
1826,20200315,NY,729.0
1827,20200315,OH,36.0
1828,20200315,OK,9.0
1829,20200315,OR,36.0
1830,20200315,PA,63.0
1831,20200315,RI,20.0
1832,20200315,SC,19.0
1833,20200315,SD,9.0
1834,20200315,TN,39.0
1835,20200315,TX,56.0
1836,20200315,UT,28.0
1837,20200315,VA,45.0
1838,20200315,VT,4.0
1839,20200315,WA,924.0
1840,20200315,WI,33.0
1841,20200315,WV,0.0
1842,20200315,WY,3.0
1843,20200314,AK,1.0
1844,20200314,AL,6.0
1845,20200314,AR,12.0
1846,20200314,AZ,12.0
1847,20200314,CA,252.0
1848,20200314,CO,101.0
1849,20200314,CT,11.0
1850,20200314,DC,10.0
1851,20200314,DE,6.0
1852,20200314,FL,77.0
1853,20200314,GA,66.0
1854,20200314,HI,2.0
1855,20200314,IA,17.0
1856,20200314,ID,2.0
1857,20200314,IL,46.0
1858,20200314,IN,15.0
1859,20200314,KS,6.0
1860,20200314,KY,14.0
1861,20200314,LA,69.0
1862,20200314,MA,138.0
1863,20200314,MD,26.0
1864,20200314,ME,3.0
1865,20200314,MI,1196.0
1866,20200314,MN,21.0
1867,20200314,MO,4.0
1868,20200314,MS,6.0
1869,20200314,MT,5.0
1870,20200314,NC,23.0
1871,20200314,ND,1.0
1872,20200314,NE,14.0
1873,20200314,NH,7.0
1874,20200314,NJ,50.0
1875,20200314,NM,10.0
1876,20200314,NV,20.0
1877,20200314,NY,524.0
1878,20200314,OH,13.0
1879,20200314,OK,4.0
1880,20200314,OR,30.0
1881,20200314,PA,47.0
1882,20200314,RI,20.0
1883,20200314,SC,13.0
1884,20200314,SD,9.0
1885,20200314,TN,32.0
1886,20200314,TX,51.0
1887,20200314,UT,6.0
1888,20200314,VA,30.0
1889,20200314,VT,4.0
1890,20200314,WA,793.0
1891,20200314,WI,19.0
1892,20200314,WV,0.0
1893,20200314,WY,2.0
1894,20200313,AK,1.0
1895,20200313,AL,1.0
1896,20200313,AR,9.0
1897,20200313,AZ,9.0
1898,20200313,CA,202.0
1899,20200313,CO,72.0
1900,20200313,CT,6.0
1901,20200313,DC,10.0
1902,20200313,DE,4.0
1903,20200313,FL,50.0
1904,20200313,GA,42.0
1905,20200313,HI,2.0
1906,20200313,IA,16.0
1907,20200313,ID,0.0
1908,20200313,IL,32.0
1909,20200313,IN,12.0
1910,20200313,KS,6.0
1911,20200313,KY,11.0
1912,20200313,LA,36.0
1913,20200313,MA,123.0
1914,20200313,MD,17.0
1915,20200313,ME,3.0
1916,20200313,MI,945.0
1917,20200313,MN,14.0
1918,20200313,MO,2.0
1919,20200313,MS,4.0
1920,20200313,MT,1.0
1921,20200313,NC,15.0
1922,20200313,ND,1.0
1923,20200313,NE,13.0
1924,20200313,NH,6.0
1925,20200313,NJ,50.0
1926,20200313,NM,10.0
1927,20200313,NV,11.0
1928,20200313,NY,421.0
1929,20200313,OH,13.0
1930,20200313,OK,3.0
1931,20200313,OR,30.0
1932,20200313,PA,41.0
1933,20200313,RI,14.0
1934,20200313,SC,12.0
1935,20200313,SD,9.0
1936,20200313,TN,26.0
1937,20200313,TX,39.0
1938,20200313,UT,6.0
1939,20200313,VA,30.0
1940,20200313,VT,2.0
1941,20200313,WA,693.0
1942,20200313,WI,19.0
1943,20200313,WV,0.0
1944,20200313,WY,1.0
1945,20200312,AK,0.0
1946,20200312,AL,0.0
1947,20200312,AR,6.0
1948,20200312,AZ,9.0
1949,20200312,CA,202.0
1950,20200312,CO,45.0
1951,20200312,CT,6.0
1952,20200312,DC,10.0
1953,20200312,DE,4.0
1954,20200312,FL,32.0
1955,20200312,GA,31.0
1956,20200312,HI,2.0
1957,20200312,IA,14.0
1958,20200312,ID,0.0
1959,20200312,IL,25.0
1960,20200312,IN,12.0
1961,20200312,KS,4.0
1962,20200312,KY,8.0
1963,20200312,LA,14.0
1964,20200312,MA,95.0
1965,20200312,MD,12.0
1966,20200312,ME,1.0
1967,20200312,MI,702.0
1968,20200312,MN,9.0
1969,20200312,MO,1.0
1970,20200312,MS,1.0
1971,20200312,MT,1.0
1972,20200312,NC,12.0
1973,20200312,ND,1.0
1974,20200312,NE,10.0
1975,20200312,NH,6.0
1976,20200312,NJ,30.0
1977,20200312,NM,5.0
1978,20200312,NV,7.0
1979,20200312,NY,216.0
1980,20200312,OH,5.0
1981,20200312,OK,3.0
1982,20200312,OR,19.0
1983,20200312,PA,22.0
1984,20200312,RI,5.0
1985,20200312,SC,10.0
1986,20200312,SD,8.0
1987,20200312,TN,18.0
1988,20200312,TX,23.0
1989,20200312,UT,4.0
1990,20200312,VA,17.0
1991,20200312,VT,2.0
1992,20200312,WA,543.0
1993,20200312,WI,8.0
1994,20200312,WV,0.0
1995,20200312,WY,1.0
1996,20200311,AK,0.0
1997,20200311,AL,0.0
1998,20200311,AR,0.0
1999,20200311,AZ,9.0
2000,20200311,CA,157.0
2001,20200311,CO,28.0
